Bruce 226000
Adam 225900
fanny 114900
yolamiff 113900
Danny 113900
Aurelien 113400
Fanny 111300
Sammy 110600
Sylvain 110100
Ydris 109500
Nicolas 109200
Cecile 108700
Michel 106800
Ydris 105200
fanny 104400
